country_host,name,req,requirements,study_field,study_level,url,keywords
Francia,"Becas de maestría en la Rennes School of Business de Francia – ICETEX, 2020","El aspirante debe ser:,
1. Colombiano,
2. Mayor de 23 años y menor de 60 años,
3. Tener un promedio mínimo de notas de pregrado de 3,7/5,0,
4. Tener buenos conocimientos de idioma inglés con puntaje mínimo de TOEFL (IBT): 80 puntos, IELTS: 6.0 mínimo y en cada área o TOEIC: 750 puntos.,
5. Gozar de buena salud física y mental.","El aspirante debe ser:,1. Colombiano,2. Mayor de 23 años y menor de 60 años,3. Tener un promedio mínimo de notas de pregrado de 3,7/5,0,4. Tener buenos conocimientos de idioma inglés con puntaje mínimo de TOEFL (IBT): 80 puntos, IELTS: 6.0 mínimo y en cada área o TOEIC: 750 puntos.,5. Gozar de buena salud física y mental.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-maestria-en-la-rennes-school-of-business-de-francia-icetex-a1277/,años promedio aspirante pregrado área puntaje idioma gozar inglés toeic notas puntos conocimientos salud
China,"Beca parcial OEA para maestría y doctorado en China, 2020","REQUISITOS DE ELEGIBILIDAD:,
A) Los solicitantes deben:,
1. Ser ciudadanos no chinos,
2. Ser ciudadanos o residentes permanentes de un Estado miembro de la OEA.,
3. Tener buena salud física y mental para emprender y terminar con éxito el programa de estudio.,
4. Regresar a su país patrocinador y residir allí durante al menos dos años una vez finalizado el programa de estudios en la República Popular de China.,B) Antecedentes educativos y límite de edad:,
1. Los solicitantes de programas de maestría deben tener una licenciatura y ser menores de 35 años.,
2. Los solicitantes de programas de doctorado deben tener un título de maestría y ser menores de 40 años.,
3. Los solicitantes de estudios generales deben haber completado al menos dos años de estudios de pregrado y tener menos de 45 años, y pueden estudiar todas las especialidades, excepto el idioma chino.,
4. Los solicitantes de estudios superiores deben tener un título de maestría o superior, o tener títulos académicos de profesor asociado o superior, y tener menos de 50 años.","REQUISITOS DE ELEGIBILIDAD:,A) Los solicitantes deben:,1. Ser ciudadanos no chinos,2. Ser ciudadanos o residentes permanentes de un Estado miembro de la OEA.,3. Tener buena salud física y mental para emprender y terminar con éxito el programa de estudio.,4. Regresar a su país patrocinador y residir allí durante al menos dos años una vez finalizado el programa de estudios en la República Popular de China.,B) Antecedentes educativos y límite de edad:,1. Los solicitantes de programas de maestría deben tener una licenciatura y ser menores de 35 años.,2. Los solicitantes de programas de doctorado deben tener un título de maestría y ser menores de 40 años.,3. Los solicitantes de estudios generales deben haber completado al menos dos años de estudios de pregrado y tener menos de 45 años, y pueden estudiar todas las especialidades, excepto el idioma chino.,4. Los solicitantes de estudios superiores deben tener un título de maestría o superior, o tener títulos académicos de profesor asociado o superior, y tener menos de 50 años.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/beca-parcial-oea-para-maestria-y-doctorado-en-china-a1293/,"maestría país idioma especialidades finalizado programas títulos estudios terminar título salud licenciatura residentes estudio límite elegibilidad:,a programa completado éxito ciudadanos"
Japón,"Programa Internacional de Becas JAUW para mujeres en Japón, 2020","1. Los solicitantes deben ser mujeres no japonesas de menos de 45 años.,
2. Los solicitantes deben vivir fuera de Japón en el momento de la solicitud.,
3. Los solicitantes deben tener un título de maestría o superior.,
4. Los solicitantes deben identificar una institución / universidad en Japón donde realizar investigaciones.,
Deben haber contactado y obtenido un consentimiento de un anfitrión en la institución / universidad identificada antes de la solicitud. El período de estadía en Japón bajo este premio es de 4 a 6 meses entre octubre de 2020 y marzo de 2021.,
5. Los solicitantes deben responder el cuestionario de ayuda financiera (en el Formulario de solicitud Parte 1), relacionado con otras solicitudes de becas.,
6. Los solicitantes tienen que dar una breve descripción del uso de esta beca (por ejemplo: matrícula, incluida la tarifa de entrada, si corresponde, y los gastos de transporte).,
7. Los solicitantes deben entender que el programa no puede extenderse en ningún caso.","1. Los solicitantes deben ser mujeres no japonesas de menos de 45 años.,2. Los solicitantes deben vivir fuera de Japón en el momento de la solicitud.,3. Los solicitantes deben tener un título de maestría o superior.,4. Los solicitantes deben identificar una institución / universidad en Japón donde realizar investigaciones.,Deben haber contactado y obtenido un consentimiento de un anfitrión en la institución / universidad identificada antes de la solicitud. El período de estadía en Japón bajo este premio es de 4 a 6 meses entre octubre de 2020 y marzo de 2021.,5. Los solicitantes deben responder el cuestionario de ayuda financiera (en el Formulario de solicitud Parte 1), relacionado con otras solicitudes de becas.,6. Los solicitantes tienen que dar una breve descripción del uso de esta beca (por ejemplo: matrícula, incluida la tarifa de entrada, si corresponde, y los gastos de transporte).,7. Los solicitantes deben entender que el programa no puede extenderse en ningún caso.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/programa-internacional-de-becas-jauw-para-mujeres-en-japon-a1243/,maestría incluida consentimiento solicitudes formulario institución extenderse tarifa obtenido período entender estadía ayuda marzo gastos becas matrícula corresponde título descripción
México,"Programa de Becas Posdoctorales en la UNAM, POSDOC, 2020","Perfil de los candidatos,
1. Deberán de haber obtenido su doctorado en alguna institución de reconocido prestigio dentro de los cinco años previos a la fecha de inicio de la estancia posdoctoral.,
2. Deberán tener una productividad demostrada por medio de obra publicada o aceptada para su publicación en revistas especializadas de prestigio internacional u otros medios de reconocida calidad académica.,
3. No deberán de tener contrato de trabajo con la UNAM al momento de iniciar la beca, ni durante el periodo de la beca.","Perfil de los candidatos,1. Deberán de haber obtenido su doctorado en alguna institución de reconocido prestigio dentro de los cinco años previos a la fecha de inicio de la estancia posdoctoral.,2. Deberán tener una productividad demostrada por medio de obra publicada o aceptada para su publicación en revistas especializadas de prestigio internacional u otros medios de reconocida calidad académica.,3. No deberán de tener contrato de trabajo con la UNAM al momento de iniciar la beca, ni durante el periodo de la beca.","ciencias de la computación,Ingeniería",Posdoctorado,https://becas-sin-fronteras.com/beca/programa-de-becas-posdoctorales-en-la-unam-posdoc-a1241/,"iniciar periodo institución candidatos,1 obtenido calidad productividad obra beca revistas perfil prestigio unam fecha doctorado medios años publicación contrato estancia"
España,"Premios Universidad, conocimiento y Agenda 2030 – Fundación Carolina, 2019","Podrán ser candidatos a la obtención de los premios “Universidad, conocimiento y Agenda 2030” los/las estudiantes que cumplan los siguientes requisitos:,
1. Poseer la ciudadanía de un país miembro de la Comunidad Iberoamericana o de cualquier Estado de la Unión Europea.,
2. Haber finalizado los estudios destinados a la obtención del título (Grado o Máster) durante el curso académico 2018-2019.,
3. Haber defendido el TFG o el TFM en un centro del sistema de educación superior español integrado en la Crue Universidades Españolas.,
4. Haber redactado el TFG o el TFM en cualquiera de las lenguas oficiales del Estado español y haber sido realizado por un único autor/a. Se admitirán asimismo trabajos escritos en inglés.,
5. Haber sido calificado, en cualquiera de las dos categorías, con una nota no inferior de 8 sobre 10, o una calificación porcentualmente equivalente.,
6. Haber realizado el TFG o el TFM tomando como referencia una o varias de las materias que abarcan los 17 ODS de la Agenda 2030.","Podrán ser candidatos a la obtención de los premios “Universidad, conocimiento y Agenda 2030” los/las estudiantes que cumplan los siguientes requisitos:,1. Poseer la ciudadanía de un país miembro de la Comunidad Iberoamericana o de cualquier Estado de la Unión Europea.,2. Haber finalizado los estudios destinados a la obtención del título (Grado o Máster) durante el curso académico 2018-2019.,3. Haber defendido el TFG o el TFM en un centro del sistema de educación superior español integrado en la Crue Universidades Españolas.,4. Haber redactado el TFG o el TFM en cualquiera de las lenguas oficiales del Estado español y haber sido realizado por un único autor/a. Se admitirán asimismo trabajos escritos en inglés.,5. Haber sido calificado, en cualquiera de las dos categorías, con una nota no inferior de 8 sobre 10, o una calificación porcentualmente equivalente.,6. Haber realizado el TFG o el TFM tomando como referencia una o varias de las materias que abarcan los 17 ODS de la Agenda 2030.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/premios-universidad-conocimiento-y-agenda-2030-fundacion-carolina-a1089/,"país tomando sistema categorías calificación máster cumplan agenda finalizado defendido calificado ciudadanía poseer premios candidatos estudios inglés 2018-2019.,3 admitirán obtención"
Colombia,"Becas de Excelencia Doctoral del Bicentenario 2019-2020, Colciencias – EAFIT","Requisitos Colciencias,
1. Tener nacionalidad colombiana.,
2. Demostrar vinculación a una entidad del SNCTel (Sistema Nacional de Ciencia, Tecnología e Innovación) o realización de actividades de CTel (Ciencia, Tecnología e Innovación) en beneficio del departamento a través del cual se está presentando a la convocatoria.,
3. Ser admitido a un programa de doctorado o ser estudiante, no candidato, de doctorado.,
4. Si es estudiante activo de doctorado, no contar con financiación para el programa.,
5. Presentar una propuesta de tesis doctoral, la cual debe estar relacionada con la contribución al mejoramiento de las capacidades de CTeI del departamento donde se encuentre vinculado y de acuerdo con los focos estratégicos establecidos por el departamento.","Requisitos Colciencias,1. Tener nacionalidad colombiana.,2. Demostrar vinculación a una entidad del SNCTel (Sistema Nacional de Ciencia, Tecnología e Innovación) o realización de actividades de CTel (Ciencia, Tecnología e Innovación) en beneficio del departamento a través del cual se está presentando a la convocatoria.,3. Ser admitido a un programa de doctorado o ser estudiante, no candidato, de doctorado.,4. Si es estudiante activo de doctorado, no contar con financiación para el programa.,5. Presentar una propuesta de tesis doctoral, la cual debe estar relacionada con la contribución al mejoramiento de las capacidades de CTeI del departamento donde se encuentre vinculado y de acuerdo con los focos estratégicos establecidos por el departamento.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-de-excelencia-doctoral-del-bicentenario-colciencias-eafit-a1103/,presentando candidato actividades tecnología sistema realización convocatoria mejoramiento tesis innovación ciencia financiación departamento contar encuentre propuesta nacionalidad estudiante programa focos
Colombia,"Beca-crédito Fondo Ciudad Bolívar, Alcaldía de Bogotá, 2020-1","1. Haber obtenido el título de bachiller en un colegio del sistema educativo oficial local de Ciudad Bolívar, o en el marco de los contratos celebrados por la Alcaldía Local de Ciudad Bolívar durante los años 2.014, 2.015 y 2.016, dentro de los SIETE (7) años anteriores a la fecha de publicación de cada convocatoria.,
2. El beneficiario o su núcleo familiar, debe pertenecer al estrato socioeconómico uno (1), dos (2) o tres (3).,
3. Haber presentado la Prueba de Estado Saber 11.,
4. Estar inscrito o en proceso de inscripción, en una de las Instituciones Educativas del nivel superior, definidas en cada convocatoria por la Junta Administradora del Fondo.,
5. Estar debidamente inscrito en la página web del ICETEX dentro de los plazos, términos y condiciones señalados.,
6. Acreditar domicilio en la Localidad, mediante certificado de residencia expedido por la Alcaldía Local de Ciudad Bolívar, donde se certifique el barrio donde el aspirante reside, al momento de postularse.,
7. Suministrar toda la información solicitada en el formulario del aspirante, registrando datos veraces, los cuales serán verificados por las entidades responsables del proceso.,
8. No haber sido beneficiario de las estrategias de financiamiento con recursos público para el acceso y permanencia en educación superior ejecutadas por el Ministerio de Educación Nacional, por la Secretaría de Educación del Distrito, o por la Alcaldía Local de Ciudad Bolívar.,
9. Contar con un deudor solidario debidamente aprobado, de conformidad con los lineamientos establecidos por el Administrador.,
10. Los demás requisitos que la Junta Administradora del Fondo determine en cada convocatoria.","1. Haber obtenido el título de bachiller en un colegio del sistema educativo oficial local de Ciudad Bolívar, o en el marco de los contratos celebrados por la Alcaldía Local de Ciudad Bolívar durante los años 2.014, 2.015 y 2.016, dentro de los SIETE (7) años anteriores a la fecha de publicación de cada convocatoria.,2. El beneficiario o su núcleo familiar, debe pertenecer al estrato socioeconómico uno (1), dos (2) o tres (3).,3. Haber presentado la Prueba de Estado Saber 11.,4. Estar inscrito o en proceso de inscripción, en una de las Instituciones Educativas del nivel superior, definidas en cada convocatoria por la Junta Administradora del Fondo.,5. Estar debidamente inscrito en la página web del ICETEX dentro de los plazos, términos y condiciones señalados.,6. Acreditar domicilio en la Localidad, mediante certificado de residencia expedido por la Alcaldía Local de Ciudad Bolívar, donde se certifique el barrio donde el aspirante reside, al momento de postularse.,7. Suministrar toda la información solicitada en el formulario del aspirante, registrando datos veraces, los cuales serán verificados por las entidades responsables del proceso.,8. No haber sido beneficiario de las estrategias de financiamiento con recursos público para el acceso y permanencia en educación superior ejecutadas por el Ministerio de Educación Nacional, por la Secretaría de Educación del Distrito, o por la Alcaldía Local de Ciudad Bolívar.,9. Contar con un deudor solidario debidamente aprobado, de conformidad con los lineamientos establecidos por el Administrador.,10. Los demás requisitos que la Junta Administradora del Fondo determine en cada convocatoria.",ciencias de la computación,Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-credito-fondo-ciudad-bolivar-alcaldia-de-bogota-a1150/,beneficiario términos prueba sistema nivel certificado deudor convocatoria presentado datos permanencia formulario inscripción obtenido aspirante barrio estrategias colegio información localidad
Colombia,"Beca-crédito Fondo Técnica Profesional y Tecnológica, Alcaldía de Bogotá, 2020-1","Para ser beneficiario de los recursos del “Fondo Técnica y Tecnológica”, se deben cumplir los siguientes criterios o requisitos:,
1. Ser egresado o estudiante de colegio oficial distrital, oficial distrital en administración o de colegio privado en convenio con la Secretaría de Educación del Distrito. Se consideran como aspirantes al crédito los egresados a partir del 2005.,
2. Pertenecer al estrato socioeconómico uno (1), dos (2) o tres (3).,
3. Tener el resultado de la prueba Saber 11 (antes ICFES).,
4. Acreditar domicilio en Bogotá D. C.,
5. Estar en proceso de admisión o ser admitido en una Institución de Educación Superior y/o programa definido por la SED, de modalidad presencial, con domicilio en la ciudad de Bogotá.,
6. Aplicar al crédito educativo blando del Fondo a través de la convocatoria que la Secretaría de Educación del Distrito establezca por intermedio del ICETEX.,
7. Cumplir con cualquier otro requisito establecido en cada convocatoria.,
8. Suministrar toda la información solicitada en el formulario del aspirante al crédito.,
9. No ser o haber sido beneficiario de las estrategias SED para el acceso y permanencia en educación superior.,
10. Contar con un deudor solidario de acuerdo con las políticas definidas por el ICETEX.","Para ser beneficiario de los recursos del “Fondo Técnica y Tecnológica”, se deben cumplir los siguientes criterios o requisitos:,1. Ser egresado o estudiante de colegio oficial distrital, oficial distrital en administración o de colegio privado en convenio con la Secretaría de Educación del Distrito. Se consideran como aspirantes al crédito los egresados a partir del 2005.,2. Pertenecer al estrato socioeconómico uno (1), dos (2) o tres (3).,3. Tener el resultado de la prueba Saber 11 (antes ICFES).,4. Acreditar domicilio en Bogotá D. C.,5. Estar en proceso de admisión o ser admitido en una Institución de Educación Superior y/o programa definido por la SED, de modalidad presencial, con domicilio en la ciudad de Bogotá.,6. Aplicar al crédito educativo blando del Fondo a través de la convocatoria que la Secretaría de Educación del Distrito establezca por intermedio del ICETEX.,7. Cumplir con cualquier otro requisito establecido en cada convocatoria.,8. Suministrar toda la información solicitada en el formulario del aspirante al crédito.,9. No ser o haber sido beneficiario de las estrategias SED para el acceso y permanencia en educación superior.,10. Contar con un deudor solidario de acuerdo con las políticas definidas por el ICETEX.",ciencias de la computación,Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-credito-fondo-tecnica-profesional-y-tecnologica-alcaldia-de-bogota-a1149/,"beneficiario prueba ciudad deudor cumplir convocatoria permanencia intermedio crédito formulario institución 2005.,2 establezca egresados admisión criterios resultado aspirante estrategias consideran"
Colombia,"Becas de Excelencia Doctoral del Bicentenario 2019-2020, Colciencias – Uninorte","1. Contar con admisión o estar estudiando en alguno de los programas de Doctorado de la Universidad del Norte,
2. Tener nacionalidad colombiana.,
3. Demostrar vinculación a una entidad del sistema nacional de ciencia, tecnología e innovación (SNCTI) del departamento o la realización de actividades de CTel en beneficio del departamento a través del cual se está presentando a la convocatoria.,
4. Presentar una propuesta de tesis doctoral, la cual debe estar relacionada con la contribución al mejoramiento de las capacidades de CTeI del departamento donde se encuentre vinculado y de acuerdo con los focos estratégicos establecidos por el departamento relacionados aquí,
5. Tener su información diligenciada y actualizada en el CvLAC. Para crear su CvLAC ingrese al siguiente link: https://scienti.colciencias.gov.co/cvlac/EnRecursoHumano/create.do,
6. Enviar los documentos exigidos en la presente convocatoria.,
7. Revisar, conocer y aceptar los términos y condiciones de la Convocatoria y los términos de privacidad establecidos.,
8. Si usted ya se encuentra estudiando el doctorado, no debe haber obtenido la candidatura a doctor para poder aplicar. Consulte aquí las definiciones de candidato a doctor de los programas de doctorado en la Universidad del Norte.,
9. No tener título de doctorado,
10. No contar con financiación para el programa de doctorado.,
11. Si usted ya se encuentra estudiando el doctorado en la Universidad del Norte, debe tener un promedio mínimo acumulado de 3,8,
12. No puede presentarse a más de una Institución de Educación Superior (IES). En caso de que el candidato sea incluido en el listado de propuestas de tesis doctorales por más de una Institución, este candidato será automáticamente retirado de la propuesta de proyecto de las IES respectivas.","1. Contar con admisión o estar estudiando en alguno de los programas de Doctorado de la Universidad del Norte,2. Tener nacionalidad colombiana.,3. Demostrar vinculación a una entidad del sistema nacional de ciencia, tecnología e innovación (SNCTI) del departamento o la realización de actividades de CTel en beneficio del departamento a través del cual se está presentando a la convocatoria.,4. Presentar una propuesta de tesis doctoral, la cual debe estar relacionada con la contribución al mejoramiento de las capacidades de CTeI del departamento donde se encuentre vinculado y de acuerdo con los focos estratégicos establecidos por el departamento relacionados aquí,5. Tener su información diligenciada y actualizada en el CvLAC. Para crear su CvLAC ingrese al siguiente link: https://scienti.colciencias.gov.co/cvlac/EnRecursoHumano/create.do,6. Enviar los documentos exigidos en la presente convocatoria.,7. Revisar, conocer y aceptar los términos y condiciones de la Convocatoria y los términos de privacidad establecidos.,8. Si usted ya se encuentra estudiando el doctorado, no debe haber obtenido la candidatura a doctor para poder aplicar. Consulte aquí las definiciones de candidato a doctor de los programas de doctorado en la Universidad del Norte.,9. No tener título de doctorado,10. No contar con financiación para el programa de doctorado.,11. Si usted ya se encuentra estudiando el doctorado en la Universidad del Norte, debe tener un promedio mínimo acumulado de 3,8,12. No puede presentarse a más de una Institución de Educación Superior (IES). En caso de que el candidato sea incluido en el listado de propuestas de tesis doctorales por más de una Institución, este candidato será automáticamente retirado de la propuesta de proyecto de las IES respectivas.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-de-excelencia-doctoral-del-bicentenario-colciencias-uninorte-a1110/,presentando doctor actividades términos candidato tecnología realización crear convocatoria programas revisar definiciones institución mejoramiento admisión enviar obtenido promedio tesis innovación
Japón,"Becas Rotary Yoneyama, 2020","Serán elegibles los estudiantes extranjeros que cumplan con los siguientes requisitos:,
1. No tener nacionalidad japonesa y residir fuera de Japón.,
2. Institución de inscripción y permiso de inscripción,
- Planear ingresar o transferirse a una universidad o escuela de posgrado reconocida por el Ministerio de Educación, Cultura, Deportes, Ciencia y Tecnología de Japón, en abril o septiembre / octubre de 2020 con la intención de obtener un título.,
- Tener una carta de aceptación / admisión de una institución japonesa antes de su llegada a Japón, o estar en el proceso de realizar los exámenes de ingreso.,
- Para los estudiantes universitarios que aún no han recibido una carta de aceptación / admisión, se debe presentar una copia de la solicitud.,
- Para los estudiantes de posgrado que aún no hayan recibido una carta de aceptación / admisión, se debe presentar una carta de recomendación de su supervisor en la institución japonesa.,
- Los candidatos que ya se encuentren en Japón para estudiar no son elegibles, excepto cuando estén participando en una capacitación u orientación previa a la inscripción o cuando estén participando en un Programa de intercambio de jóvenes rotarios.,
3. Tener entusiasmo por estudiar y alcanzar metas futuras claras, conciencia y respeto por las diferencias culturales, capacidad de expresarse con fluidez y comunicarse sin problemas, y tener buena salud mental y física.,
4. Son elegibles todos los campos de estudio.,
5. Tener un nivel de idioma japonés básico (nivel JPLT N4).,
6. El solicitante debe haber nacido después del 1 de abril de 1975. (Menor de 45 años),
7. La beca no es compatible con otros apoyos para el mismo fin.,
8. No serán elegibles antiguos becarios del programa.","Serán elegibles los estudiantes extranjeros que cumplan con los siguientes requisitos:,1. No tener nacionalidad japonesa y residir fuera de Japón.,2. Institución de inscripción y permiso de inscripción,- Planear ingresar o transferirse a una universidad o escuela de posgrado reconocida por el Ministerio de Educación, Cultura, Deportes, Ciencia y Tecnología de Japón, en abril o septiembre / octubre de 2020 con la intención de obtener un título.,- Tener una carta de aceptación / admisión de una institución japonesa antes de su llegada a Japón, o estar en el proceso de realizar los exámenes de ingreso.,- Para los estudiantes universitarios que aún no han recibido una carta de aceptación / admisión, se debe presentar una copia de la solicitud.,- Para los estudiantes de posgrado que aún no hayan recibido una carta de aceptación / admisión, se debe presentar una carta de recomendación de su supervisor en la institución japonesa.,- Los candidatos que ya se encuentren en Japón para estudiar no son elegibles, excepto cuando estén participando en una capacitación u orientación previa a la inscripción o cuando estén participando en un Programa de intercambio de jóvenes rotarios.,3. Tener entusiasmo por estudiar y alcanzar metas futuras claras, conciencia y respeto por las diferencias culturales, capacidad de expresarse con fluidez y comunicarse sin problemas, y tener buena salud mental y física.,4. Son elegibles todos los campos de estudio.,5. Tener un nivel de idioma japonés básico (nivel JPLT N4).,6. El solicitante debe haber nacido después del 1 de abril de 1975. (Menor de 45 años),7. La beca no es compatible con otros apoyos para el mismo fin.,8. No serán elegibles antiguos becarios del programa.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-rotary-yoneyama-a1203/,jóvenes llegada nacido tecnología idioma nivel cumplan transferirse capacidad inscripción institución intercambio metas escuela expresarse admisión candidatos problemas deportes aceptación
Francia,"Beca para la Escuela Normal Superior, ENS, de París, 2020","1. Los candidatos deben ser menores de 26 años cuando presenten su solicitud (no deben haber cumplido 26 años),
2. Los candidatos pueden aplicar solo una vez a la Selección Internacional,
3. Los candidatos no deben haber vivido en Francia más de 10 meses durante el año académico de la selección (1 de septiembre - 31 de agosto) ni el año anterior.,
4. Los candidatos deben justificar al menos un año de estudios de pregrado otorgados por una universidad extranjera (fuera de Francia) durante el año calendario anterior al inicio de las solicitudes.,
5. Los candidatos deben justificar al menos dos años de estudios de pregrado en una universidad extranjera (fuera de Francia), el 1 de septiembre siguiente a la admisión.","1. Los candidatos deben ser menores de 26 años cuando presenten su solicitud (no deben haber cumplido 26 años),2. Los candidatos pueden aplicar solo una vez a la Selección Internacional,3. Los candidatos no deben haber vivido en Francia más de 10 meses durante el año académico de la selección (1 de septiembre - 31 de agosto) ni el año anterior.,4. Los candidatos deben justificar al menos un año de estudios de pregrado otorgados por una universidad extranjera (fuera de Francia) durante el año calendario anterior al inicio de las solicitudes.,5. Los candidatos deben justificar al menos dos años de estudios de pregrado en una universidad extranjera (fuera de Francia), el 1 de septiembre siguiente a la admisión.",ciencias de la computación,"Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/beca-para-la-escuela-normal-superior-ens-de-paris-a1202/,solicitudes calendario admisión candidatos selección estudios cumplido justificar vivido aplicar septiembre años presenten solicitud año agosto pregrado inicio universidad meses
México,"Becas UAM de Movilidad internacional para alumnos de Licenciatura extranjeros, 2019","1. Ser alumna(o) activa(o) de licenciatura en una Institución de Educación Superior extranjera._x000D_,
2. Ser postulada(o) por la institución socia._x000D_,
3. Haber solicitado un número de asignaturas (mínimo 3) equivalente a una carga de tiempo completo de licenciatura, en el caso de la unidad Xochimilco el equivalente a un módulo._x000D_,
4. No haber recibido en trimestres anteriores, ni durante el tiempo de disfrute de esta beca, otra beca o apoyo económico que persiga los mismos propósitos._x000D_,
5. Firmar la carta compromiso, una vez que se obtenga la beca.","1. Ser alumna(o) activa(o) de licenciatura en una Institución de Educación Superior extranjera._x000D_,2. Ser postulada(o) por la institución socia._x000D_,3. Haber solicitado un número de asignaturas (mínimo 3) equivalente a una carga de tiempo completo de licenciatura, en el caso de la unidad Xochimilco el equivalente a un módulo._x000D_,4. No haber recibido en trimestres anteriores, ni durante el tiempo de disfrute de esta beca, otra beca o apoyo económico que persiga los mismos propósitos._x000D_,5. Firmar la carta compromiso, una vez que se obtenga la beca.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-uam-de-movilidad-internacional-para-alumnos-de-licenciatura-extranjeros-a1192/,alumna(o carga disfrute unidad institución compromiso trimestres equivalente persiga obtenga apoyo beca licenciatura carta solicitado recibido educación número caso firmar
México,"Becas UAM de Movilidad Internacional para alumnos de maestría y doctorado extranjeros, 2019","1. Ser alumna(o) activa(o) de maestría o doctorado en una institución de educación superior extranjera._x000D_,
2. Ser postulada(o) por la institución socia._x000D_,
3. Contar con la aceptación del posgrado donde se propone llevar a cabo la estancia de estudios._x000D_,
4. Haber solicitado una carga de tiempo completo, en el caso de la Unidad Xochimilco el equivalente a un módulo._x000D_,
5. No haber recibido en trimestres anteriores, ni durante el tiempo de disfrute de esta beca, otra beca o apoyo económico que persiga los mismos propósitos._x000D_,
6. Firmar la carta compromiso, una vez que se obtenga la beca.","1. Ser alumna(o) activa(o) de maestría o doctorado en una institución de educación superior extranjera._x000D_,2. Ser postulada(o) por la institución socia._x000D_,3. Contar con la aceptación del posgrado donde se propone llevar a cabo la estancia de estudios._x000D_,4. Haber solicitado una carga de tiempo completo, en el caso de la Unidad Xochimilco el equivalente a un módulo._x000D_,5. No haber recibido en trimestres anteriores, ni durante el tiempo de disfrute de esta beca, otra beca o apoyo económico que persiga los mismos propósitos._x000D_,6. Firmar la carta compromiso, una vez que se obtenga la beca.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-uam-de-movilidad-internacional-para-alumnos-de-maestria-y-doctorado-extranjeros-a1191/,maestría alumna(o carga disfrute unidad institución compromiso trimestres aceptación persiga obtenga apoyo posgrado beca carta contar solicitado recibido cabo doctorado
Argentina,"Becas para Maestrías en Ingeniería Eléctrica y Becas para Doctorados en Ingeniería Eléctrica o Sistemas de Control, DAAD, 2020","1. Los candidatos tienen que contar con un título de pregrado (por lo menos 4 años de estudios) y haberse graduado con excelentes notas (entre el 25% de los mejores de la promoción).,
2. Tienen que mostrar claramente una motivación y un compromiso muy altos.,
3. Tienen que tener muy buenos conocimiento del idioma de enseñanza.,
4. Tienen que contar con un título universitario que no sea mayor de seis años en el momento de aplicar.,
5. Tienen que ser nacionales o residentes de uno de los siguientes países: Bolivia, Países Caribeños Anglófonos, Cuba, Colombia, República Dominicana, Ecuador, El Salvador, Guatemala, Haití, Honduras, Nicaragua, Panamá, Paraguay, Perú, Uruguay o Venezuela.,
6. Deben ser:,
- Empleados de una universidad pública.,
- Candidatos considerados para la enseñanza universitaria o para la investigación.,
- O ser del sector público.","1. Los candidatos tienen que contar con un título de pregrado (por lo menos 4 años de estudios) y haberse graduado con excelentes notas (entre el 25% de los mejores de la promoción).,2. Tienen que mostrar claramente una motivación y un compromiso muy altos.,3. Tienen que tener muy buenos conocimiento del idioma de enseñanza.,4. Tienen que contar con un título universitario que no sea mayor de seis años en el momento de aplicar.,5. Tienen que ser nacionales o residentes de uno de los siguientes países: Bolivia, Países Caribeños Anglófonos, Cuba, Colombia, República Dominicana, Ecuador, El Salvador, Guatemala, Haití, Honduras, Nicaragua, Panamá, Paraguay, Perú, Uruguay o Venezuela.,6. Deben ser:,- Empleados de una universidad pública.,- Candidatos considerados para la enseñanza universitaria o para la investigación.,- O ser del sector público.",ciencias de la computación,"Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-para-maestrias-en-ingenieria-electrica-y-becas-para-doctorados-en-ingenieria-electrica-o-sistemas-de-control-daad-a0967/,idioma conocimiento investigación notas compromiso mostrar candidatos motivación graduado estudios países título contar residentes aplicar años empleados pregrado enseñanza universidad
