country_host,name,requirements,study_field,study_level,url
México,"Becas SRE – Centro de Investigación Científica de Yucatán, A.C.","Requisitos generales de postulación:,1. Contar con un título de licenciatura, maestría o doctorado requerido para cursar el grado por el que se solicita beca.,2. Haber obtenido un promedio mínimo de 8 sobre 10 o su equivalente en el último grado de estudio.,3. Estar aceptado o cursando algún programa en alguna de las instituciones mexicanas que forman parte de la convocatoria.,Es necesario revisar los requisitos específicos del programa elegido en la propia convocatoria.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-centro-investigacion-cientifica-yucatan-10329/
Estados Unidos,Becas Alfred State International Excellence Scholarship,"Requisitos a cubrir por el candidato:,1. Debe aplicar para comenzar sus estudios en Alfred State,2. Debe cumplir con 2 de los 4 criterios siguientes para la beca de $ 7,000:,- Idioma: 213 TOEFL / 79-80 IBT / 550 PBT,- GPA de 3.25,- SAT de 1200 (lectura crítica y matemáticas combinado),- Ser miembro de Phi Theta Kappa,3. Debe cumplir con 2 de los siguientes 3 criterios para la beca de $ 3,000:,- Idioma: 195 TOEFL / 71 IBT / 525 PBT,- GPA de 3,- SAT de 1100 (lectura crítica y matemáticas),- Ser miembro de Phi Theta Kappa,4. Debe vivir en el campus","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-alfred-state-scholarships-for-international-students-11394/
Australia,"Beca Internacional al Mérito Monash, 2019","Requisitos a cubrir por el candidato:,1. Ser un estudiante Internacional,2. Haber sido admitido al programa de estudios,3. Realizar un pregrado a tiempo completo o un posgrado en Monash","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-australia-beca-internacional-al-merito-monash-11301/
Austria,"Programa de becas IST Austria Internacional de Doctorado, 2019","Requisitos a cubrir por el candidato:,1. Ser un estudiante altamente cualificado de cualquier disciplina de las ciencias naturales, matemáticas, ciencias de la computación y cualesquier área interdisciplinaria relacionada, que se hayan comprometido a continuar su carrera científica en un entorno de investigación internacional,2. Todos los solicitantes deben tener un título de maestría o licenciatura (o equivalente).,3. Se espera que los estudiantes participantes sean competentes en inglés escrito y oral,4. IST Austria está comprometida con la igualdad y la diversidad. En particular, se alienta a las mujeres a aplicar",ciencias de la computación,Doctorado,https://becas-sin-fronteras.com/beca/becas-austria-programa-ist-austria-internacional-de-doctorado-11233/
Alemania,"Becas de Doctorado de la Fundación Hans Böckler, 2019","Requisitos a cubrir por el candidato:,1. Contar con admisión a estudios de postgrado en una institución de educación superior del estado o reconocida por el estado Alemania,2. Carta de motivación.,3. Formulario de solicitud.,4. CV a detalle.,5. Descripción del proyecto de tesis doctoral (exposición) con el trabajo, horario y esquema de diseño (máx. diez páginas).,6. Dictamen del Supervisor científico o el supervisor académico (una firma original y copia).","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-alemania-becas-de-doctorado-de-la-fundacion-hans-bockler-11195/
Alemania,"Beca Programa 1 del Servicio Católico de Intercambio Académico, KAAD","Requisitos a cubrir por el candidato:,1. Contar con estudios de maestría, doctorado o postdoctorado,2. Ser ciudadano de un país en vías de desarrollo","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-alemania-beca-programa-uno-del-servicio-catolico-de-intercambio-academico-kaad-11175/
Holanda,"Beca Amandus H. Lundqvist Scholarship Program, 2019","Requisitos a cubrir por el candidato:,1. Haber solicitado la admisión a un programa de maestría,2. Ser estudiante de excelencia y gran talento, que haya alcanzado un promedio de calificaciones por encima del 80% del máximo de la escala en su grado de licenciatura de una universidad de renombre internacional,3. No ser elegible para recibir apoyo en el marco del sistema holandés de becas de estudio y préstamos (""Studiefinanciering""),4. La información sobre la elegibilidad para esta ayuda se puede encontrar en la página web de DUO (http://www.ib-groep.nl/). Tenga en cuenta que los estudiantes que necesitan para solicitar un MVV para el estudio no son elegibles para recibir apoyo bajo el sistema holandés de becas y préstamos,5. Cumplir con los criterios de visas holandesas (en su caso),6. No haber sido becado por ninguna otra entidad","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-holanda-beca-al-talento-del-colegio-tecnico-eindhoven-11096/
Holanda,"Beca Hanze, 2019","1. Su nacionalidad es no-EEE .,2. Te admitimos en uno de estos programas de maestría a tiempo completo, a partir de septiembre de 2019 :,2.1 Máster Europeo en Energías Renovables,2.2 Máster Europeo en Gestión de Sistemas Energéticos Sostenibles,2.3 Master Data Science para Life Sciences,2.4 Master Energy for Society,2.5 Máster en Bellas Artes y Diseño: Pintura,2.6 Máster en Bellas Artes y Diseño: MADtech,2.7 Master Interdisciplinario Profesional de Negocios,2.8 Maestro de música,3. Tenga en cuenta que los programas pueden establecer requisitos específicos, puede encontrarlos en las páginas del programa.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-holanda-beca-hanze-11018/
"Bélgica,la República Checa,Italia,Portugal,Rumania,Suecia,varios países","Becas Erasmus +, SUSCOS – Sustainable Constructions under Natural Hazards and Catastrophic Events, 2018","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-suscos-sustainable-constructions-under-natural-hazards-and-catastrophic-events-10815/
"Dinamarca,Francia,Holanda,Hungría,varios países","Becas Erasmus +, EM-SANF – Erasmus Mundus Master Course Sustainable Animal Nutrition and Feeding, 2018","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-em-sanf-erasmus-mundus-master-course-sustainable-animal-nutrition-and-feeding-10746/
"España,Finlandia,Francia,Noruega,varios países","Becas Erasmus +, COSI – Colour in Science and Industry","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-cosi-colour-in-science-and-industry-10724/
Colombia,"Becas Liderazgo Caribe Universidad Tecnológica de Bolívar, 2019","1. Ser admitido en la UTB dentro de las fechas contempladas en la convocatoria del Premio Liderazgo Caribe (Desde mayo 2 a junio 3).,2. Ser bachiller con trayectoria como deportista de alto rendimiento, artista de grupos culturales certificados, personero estudiantil, líder juvenil y/o comunitario con una edad no superior a 20 años.,3. Haber nacido y residir en la Costa Caribe colombiana (Departamentos: Atlántico, Bolívar, Cesar, Córdoba, Guajira, Magdalena, Sucre y San Andrés, Providencia y Santa Catalina).,4. Tener máximo 2 años de haber egresado del bachillerato.,5. Ser estudiante nuevo, que ingrese por primera vez a la Universidad.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-liderazgo-caribe-universidad-tecnologica-de-bolivar-a0467/
"España,Francia,Hungría","Becas Erasmus+, IPCV – Emjmd Image Processing And Computer Vision, 2019","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-ipcv-emjmd-image-processing-and-computer-vision-a0282/
España,"Becas de Máster Universitario en Inteligencia Artificial, Reconocimiento de Formas e Imagen Digital. Fundación Repsol – Becas Fundación Carolina, 2019","1. Ser mujer nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal,2. No tener la residencia en España.,3. Disponer de una dirección de correo electrónico,4. En el momento de solcitar la beca la candidata deberá estar en posesión del Titulo Superior Universitario de Ingenieria o Licenciada en Informática y en otras titulaciones afines",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-inteligencia-artificial-reconocimiento-de-formas-e-imagen-digital-fundacion-repsol-becas-fundacion-carolina-a0216/
España,"Becas de Máster Interuniversitario en Química Sintética e Industrial. Fundación Repsol – Becas Fundación Carolina, 2019","1. Ser mujer nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal.,2. No tener la residencia en España.,3. Disponer de una dirección de correo electrónico,4. En el momento de solcitar la beca la candidata deberá estar en posesión del Titulo Superior Universitario en Química.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-interuniversitario-en-quimica-sintetica-e-industrial-fundacion-repsol-becas-fundacion-carolina-a0184/
España,"Becas de Máster en Business Intelligence y Big Data. BBVA – Becas Fundación Carolina, 2019","1. Ser nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal,2. No tener la residencia en España.,3. Titulados superiores en Telecomunicaciones, Informática, Física, Matemáticas, ... Para otras titulaciones se valorará conocimiento y experiencia previos en programación de alto nivel, estadística, lenguaje SQL, ...,4. Tener al menos 3 años de experiencia profesional.,5. Disponer de una dirección de correo electrónico.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-en-business-intelligence-y-big-data-bbva-becas-fundacion-carolina-a0168/
México,"Becas SRE – Instituto Tecnológico Superior de Tantoyuca
(ITSTA)","Requisitos generales de postulación:,1. Contar con un título de licenciatura, maestría o doctorado requerido para cursar el grado por el que se solicita beca.,2. Haber obtenido un promedio mínimo de 8 sobre 10 o su equivalente en el último grado de estudio.,3. Estar aceptado o cursando algún programa en alguna de las instituciones mexicanas que forman parte de la convocatoria.,Es necesario revisar los requisitos específicos del programa elegido en la propia convocatoria.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-superior-de-tantoyuca-itsta-11983/
Dinamarca,"Programa becas de exención de pago de matrícula del Estado Danés y Beca de la Universidad de Roskilde, 2019","Con el fin de ser elegible para una exención de cuotas de matrícula y becas debe ser:,1. Un solicitante de postgrado que provenga de países no pertenecientes a la UE / EEE y necesite un permiso de residencia para estudiar en la Universidad de Roskilde.,2. Un solicitante de postgrado que requiera pagar una cuota de la matrícula en la universidad.,3. Un solicitante graduado con un título de grado de la Universidad de Roskilde o un solicitante de postgrado de otras universidades.,4. La Universidad de Roskilde da prioridad a los solicitantes que han mostrado un excelente rendimiento académico.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-dinamarca-programa-de-exencion-de-pago-de-matricula-del-estado-danes-y-becas-universidad-de-roskilde-11350/
Alemania,"Becas de Doctorado de la Fundación Hanns Seidel, 2019","Requisitos a cubrir por el candidato:,1. Ser admitido a un programa de estudios postgrado en una institución de educación superior del estado o reconocido por el estado en Alemania,2. Una prueba introductoria del proyecto de tesis con información bibliográfica al menos","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-alemania-becas-de-doctorado-de-la-fundacion-hanns-seidel-11194/
"Alemania,Francia,Holanda,la India,Israel,Suiza,varios países","Becas Erasmus +, NeuroTime: Erasmus Mundus Joint Doctorate “Neural processing of time”, 2018","1. Las becas del programa Erasmus + de Doctorado pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de dos candidatos del mismo país pueden ser premiados en la misma convocatoria. 2. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención en educación superior.,3. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,4. Doctorandos de terceros países, que han recibido previamente una Erasmus + para cursar una maestría, podrán recibir una beca Partner Country.,5. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,6. Los estudiantes no pueden haber residido o llevado a cabo tu actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,7. Las becas se otorgan exclusivamente para la inscripción a tiempo completo.,8. Presentar ante el consorcio del doctorado la documentación requerida para confirmar el nivel del idioma en que se desarrolla el doctorado.,9. Las personas que ya se han beneficiado de una beca Erasmus Mundus de Doctorado no son elegibles para una segunda subvención.,10. Los candidatos deben pasar por lo menos dos tercios de su programa de doctorado en Europa durante el período cubierto por la beca.",ciencias de la computación,Doctorado,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-neurotime-erasmus-mundus-joint-doctorate-neural-processing-of-time-10846/
"Alemania,Dinamarca,Italia,el Reino Unido,Suecia,varios países","Becas Erasmus +, SUFONAMA – Sustainable Forest and Nature Management, 2019","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-sufonama-sustainable-forest-and-nature-management-10814/
"Bélgica,España,Francia,el Reino Unido,varios países","Becas Erasmus +, MEREMMC – European MSc in Marine Environment and Resources","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-meremmc-european-msc-in-marine-environment-and-resources-10792/
"Brasil,China,España,Noruega,Polonia,Portugal,Rusia,varios países","Becas Erasmus +, EMQAL – European Joint Master in Quality in Analytical Laboratories, 2018","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-emqal-european-joint-master-in-quality-in-analytical-laboratories-10745/
"España,Holanda,Noruega,el Reino Unido,varios países","Becas Erasmus +, CoMEM – Erasmus Mundus MSC Coastal and Marine Engineering and Management, 2018","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-comem-erasmus-mundus-msc-coastal-and-marine-engineering-and-management-10723/
Australia,"Becas School of Civil, Environmental and Chemical Engineering Academic Merit Scholarship, 2018","Requisitos a cubrir por el candidato:,1. Ser ciudadano australiano o neozelandés, residente permanente en Australia, estudiante internacional o portador de la visa humanitaria,2. Haber logrado un excelente año, 12 resultados con un ATAR (Australian Admisión Terciario Escala) o equivalente, de 90 o mayor en 2015/2016,3. Demostrar aspiraciones y aptitudes para el estudio en el campo correspondiente","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-australia-beca-school-of-civil-environmental-and-chemical-engineering-academic-merit-scholarship-11699/
